LandWaterProtect,LandWaterManage,Livelihood,SpeciesManage,EducateAware,LawPolicy,WorkshopName,Justification,PARCA,TNC,EPA,ACJV,NBCI,Alabama,Florida,NorthCarolina,Virginia,Georgia,HUC12,HU_12_NAME,SUBREGION,BASIN,SUBBASIN,Shape_Length,Shape_Area
Yes,Yes, ,Yes,Yes,Yes,Fort Brag,"Part of the Sandhills region, this is an area of focus for several partners and has been identified as a region where there is potential to restore connected landscapes of over 100,000 acres of longleaf pine communities. Important area to provide connectivity and hosts longleaf pine habitat community.",Priority,Priority, , ,Priority, , ,Priority, , ,030300040408,Town of Twin Lakes-Little River,Cape Fear,Cape Fear,Upper Cape Fear,55194.77095383319,79618970.7109375
 , , , , , ,,, , , , , , , ,Priority, , ,030401050201,Little Cold Water Creek,Pee Dee,Upper Pee Dee,Rocky,34904.037042962336,35764869.015625
Yes,Yes,Yes,Yes, ,Yes,Croatan Forest Management,Diversity of rare reptiles with a risk of potential roadways coming through. Part of the Albemarle-Pamlico Estuary and Pamlico Sound,Priority,Priority, ,Priority,Priority, , ,Priority, , ,030202040602,Clubfoot Creek,Neuse-Pamlico,Neuse,Lower Neuse,48716.78648170262,95532656.1796875
Yes,Yes,Yes,Yes, ,Yes,West Croatan Protection,"Part of the Onslow Bight Area and Pamlico Sound. Diversity of rare reptiles. Onslow Bight Area contains large swamps (Croatan National Forest and Holly Shelter Game lands), Longleaf pine (Lejeune, Croatan), and coastal habitat of Onslow Beach, New River, and Cape Lookout National Seashore. Important fisheries habitat (e.g. seagrasses, coastal wetlands, oyster reefs) and connection point between the marine, estuarine, and freshwater areas. Opportunities include land and water management as it relates to water quality, development areas, and protection of critical estuarine habitats. In many instances these changes could be linked to policy.  Diadromous fish could serve as a demonstrative species for connectivity.",Priority,Priority, ,Priority,Priority, , ,Priority, , ,030202040301,Mill Creek,Neuse-Pamlico,Neuse,Lower Neuse,45162.254029056516,93281424.5703125
 , , , , , ,NW of Charlotte,Shows up in draft combined landscape indicator. Needs attention., ,Priority, , , , , ,Priority, , ,030501020201,Upper Jacob Fork,Edisto-Santee,Santee,South Fork Catawba,52666.82455792026,112962271.25
 , , , , , ,,, , ,Priority, , , , ,Priority, , ,030501011301,Upper Leepers Creek,Edisto-Santee,Santee,Upper Catawba,45130.96873156898,73134116.296875
Yes,Yes,Yes,Yes,Yes,Yes,Potential Pocosin,Contributes to the Pamlico Sound. A potential for pocosin habitat threatened by hog farms.,Priority,Priority, ,Priority,Priority, , ,Priority, , ,030202040206,Town of Pollocksville-Trent River,Neuse-Pamlico,Neuse,Lower Neuse,36005.388350018424,70919806.4765625
 , , , , , ,,, , , ,Priority,Priority, , ,Priority, , ,030300060301,Caesar Swamp-Little Coharie Creek,Cape Fear,Cape Fear,Black,58417.86721093712,123466208.1796875
Yes,Yes,Yes,Yes,Yes, ,Fort Brag,"This is an area of focus for several partners and has been identified as a region where there is potential to restore connected landscapes of over 100,000 acres of longleaf pine communities. Important sand hill habitat with unique species. Geological shoreline. Important area to provide connectivity and hosts longleaf pine habitat community.",Priority,Priority, ,Priority,Priority, , ,Priority, , ,030300040307,Lower Crane Creek,Cape Fear,Cape Fear,Upper Cape Fear,58997.31076932635,110221420.890625
 , , , , , ,,, , , , , , , ,Priority, , ,030401050404,Upper Big Bear Creek,Pee Dee,Upper Pee Dee,Rocky,60643.378499475366,144364938.375
 , , , , , ,,, ,Priority, , , , , ,Priority, , ,030501020401,Pott Creek,Edisto-Santee,Santee,South Fork Catawba,41962.371627847584,70424222.203125
Yes,Yes,Yes,Yes,Yes, ,Averysborough Battlefield,Part of Cape Fear/Haw/Deep Rivers. Culturally significant battlefield,Priority,Priority, , ,Priority, , ,Priority, , ,030300040701,Town of Wade-Cape Fear River,Cape Fear,Cape Fear,Upper Cape Fear,48380.545307950866,103503145.8125
 , , , , , ,,, , ,Priority, ,Priority, , ,Priority, , ,030300070104,Middle Goshen Swamp,Cape Fear,Cape Fear,Northeast Cape Fear,67221.19618851897,139513596.140625
 ,Yes,Yes,Yes, ,Yes,Pamlico Sound,"[Inland watersheds in the Pamlico and Neuse impact] important fisheries habitat (e.g. seagrasses, coastal wetlands, oyster reefs) and connect [freshwater, estuarine, and marine] areas. Opportunities include land and water management as it relates to water quality, development areas ... In many instances these changes could be linked to policy. Diadromous fish could serve as a demonstrative species for connectivity.",Priority,Priority, , ,Priority, , ,Priority, , ,030202040106,Little Chinquapin Branch-Trent River,Neuse-Pamlico,Neuse,Lower Neuse,33107.89043433679,34530892.71875
 ,Yes,Yes,Yes,Yes,Yes,Sandhills Region,"Part of the Fall Line Connectivity, High biodiversity and changing habitat. The fall line also establishes a north south axis that may be important under climate change scenarios that might involve northward migration. The selection represents the line between the physiographic provinces to find the fall line and selected HUCs running up the spine. There are unique community assemblages in the fall line (mussels).", ,Priority,Priority, , , , ,Priority, , ,030300030301,Upper Mclendons Creek,Cape Fear,Cape Fear,Deep,56436.79532792356,115222588.8984375
Yes,Yes,Yes,Yes, , ,NC Sandhills,"This is an area of focus for several partners and has been identified as a region where there is potential to restore connected landscapes of over 100,000 acres of longleaf pine communities.",Priority,Priority, , ,Priority, , ,Priority, , ,030300040406,Jumping Run Creek,Cape Fear,Cape Fear,Upper Cape Fear,47954.69939283021,73578988.421875
 , , , , , ,,, ,Priority,Priority, , , , ,Priority, , ,030501010602,South Muddy Creek,Edisto-Santee,Santee,Upper Catawba,61448.30747817106,103007789.7109375
 , ,Yes, , , ,Upper Pee Dee,Identified as an area to protect ecosystem services provisioning cities such as Charlotte and Greensboro NC.,Priority,Priority,Priority, ,Priority, , ,Priority, , ,030300030402,Upper Cabin Creek,Cape Fear,Cape Fear,Deep,49657.65490927264,77033514.5546875
 , ,Yes, , , ,Upper Pee Dee,Identified as an area to protect ecosystem services provisioning cities such as Charlotte and Greensboro NC., ,Priority, , , , , ,Priority, , ,030401050402,Upper Long Creek,Pee Dee,Upper Pee Dee,Rocky,62917.66406890403,86472770.4140625
Yes,Yes,Yes,Yes, ,Yes,Croatan Forest Management,Diversity of rare reptiles with a risk of potential roadways coming through. Part of the Albemarle-Pamlico Estuary and Pamlico Sound,Priority,Priority, ,Priority,Priority, , ,Priority, , ,030202040303,Headwaters Brice Creek,Neuse-Pamlico,Neuse,Lower Neuse,46500.29897488675,116437562.5546875
 , , , , , ,,, ,Priority,Priority, , , , ,Priority, , ,030501010603,North Muddy Creek-Muddy Creek,Edisto-Santee,Santee,Upper Catawba,41048.58377437332,64597302.609375
 , , , , , ,,, , , ,Priority,Priority, , ,Priority, , ,030300060403,Ward Swamp,Cape Fear,Cape Fear,Black,33281.00348662446,45725749.3125
 , , , , , ,,, , , , , , , ,Priority, , ,030501020403,Town of Startown-South Fork Catawba River,Edisto-Santee,Santee,South Fork Catawba,53117.0837037998,68479292.7578125
 , , , , , ,,, ,Priority,Priority, , , , ,Priority, , ,030501010604,Upper Silver Creek,Edisto-Santee,Santee,Upper Catawba,46466.931399322275,69546961.5546875
 ,Yes,Yes,Yes, , ,Fall Line Connectivity,High biodiversity and changing habitat. The fall line also establishes a north south axis that may be important under climate change scenarios that might involve northward migration. The selection represents the line between the physiographic provinces to find the fall line and selected HUCs running up the spine. There are unique community assemblages in the fall line (mussels)., ,Priority, , ,Priority, , ,Priority, , ,030300040407,Anderson Creek,Cape Fear,Cape Fear,Upper Cape Fear,50709.469625770114,98372668.1796875
 ,Yes,Yes, ,Yes, ,Uwharrie Area,An important area for deciduous forest in the Pee Dee watershed that includes Uwharrie National Forest and State Game Land and extends south to include the Pee Dee National Wildlife Refuge.  Extends further south into South Carolina. Large area of deciduous forest types not represented elsewhere in the South Atlantic LCC.,Priority,Priority,Priority, ,Priority, , ,Priority, , ,030401030505,Outlet Uwharrie River,Pee Dee,Upper Pee Dee,Lower Yadkin,62461.71119708056,82064809.0
Yes,Yes,Yes,Yes, ,Yes,Croatan Forest Management,Diversity of rare reptiles with a risk of potential roadways coming through. Part of the Albemarle-Pamlico Estuary and Pamlico Sound,Priority,Priority, ,Priority,Priority, , ,Priority, , ,030202040502,Cherry Point Marine Corps Air Station-Slocum Creek,Neuse-Pamlico,Neuse,Lower Neuse,79363.72716783336,152248721.5390625
 ,Yes,Yes,Yes, , ,Fall Line Connectivity,High biodiversity and changing habitat. The fall line also establishes a north south axis that may be important under climate change scenarios that might involve northward migration. The selection represents the line between the physiographic provinces to find the fall line and selected HUCs running up the spine. There are unique community assemblages in the fall line (mussels)., ,Priority, , , , , , , , ,030300040305,Upper Crane Creek,Cape Fear,Cape Fear,Upper Cape Fear,52873.07143129836,86992207.6171875
 , , , , , ,,, , , , , , , , , , ,030501020301,Maiden Creek,Edisto-Santee,Santee,South Fork Catawba,36497.61654692628,67473296.421875
 ,Yes, , ,Yes, ,Charlotte Water Supply/Upper Catawba,The area presents a rough estimate of the Charlotte water supply.  Additional GIS analysis is needed to refine this area, , ,Priority, , , , , , , ,030501011202,Little Creek-Lake Norman,Edisto-Santee,Santee,Upper Catawba,49734.9857422416,76584913.3828125
 ,Yes,Yes, ,Yes, ,Bentonville Battlefield,Culturally significant battlefield and important agricultural landscape., , , ,Priority,Priority, , ,Priority, , ,030300060401,House Pond-Sevenmile Swamp,Cape Fear,Cape Fear,Black,41756.597577959416,46988769.0
 , , , , , ,,, , , , , , , ,Priority, , ,030401050102,Headwaters Rocky River,Pee Dee,Upper Pee Dee,Rocky,66263.89255394353,125194838.90625
 ,Yes,Yes,Yes, ,Yes,Pamlico Sound,"[Inland watersheds in the Pamlico and Neuse impact] important fisheries habitat (e.g. seagrasses, coastal wetlands, oyster reefs) and connect [freshwater, estuarine, and marine] areas. Opportunities include land and water management as it relates to water quality, development areas ... In many instances these changes could be linked to policy. Diadromous fish could serve as a demonstrative species for connectivity.",Priority,Priority, , ,Priority, , ,Priority, , ,030202040101,Headwaters Trent River,Neuse-Pamlico,Neuse,Lower Neuse,50146.37540590922,77670180.6875
 , ,Yes, , , ,Upper Pee Dee,Identified as an area to protect ecosystem services provisioning cities such as Charlotte and Greensboro NC., ,Priority, , , , , ,Priority, , ,030401050203,Irish Buffalo Creek,Pee Dee,Upper Pee Dee,Rocky,76930.47095412744,119801688.5546875
 ,Yes,Yes,Yes, , ,Fall Line Connectivity,High biodiversity and changing habitat. The fall line also establishes a north south axis that may be important under climate change scenarios that might involve northward migration. The selection represents the line between the physiographic provinces to find the fall line and selected HUCs running up the spine. There are unique community assemblages in the fall line (mussels)., ,Priority,Priority, , , , ,Priority, , ,030300030403,Lower Cabin Creek,Cape Fear,Cape Fear,Deep,57257.97613582825,130720542.8515625
 , , , , , ,,, , ,Priority, ,Priority, , ,Priority, , ,030300070101,Upper Goshen Swamp,Cape Fear,Cape Fear,Northeast Cape Fear,58159.488450517216,136555900.140625
 , ,Yes, , , ,Upper Pee Dee,Identified as an area to protect ecosystem services provisioning cities such as Charlotte and Greensboro NC., ,Priority, , , , , ,Priority, , ,030401050303,Upper Dutch Buffalo Creek,Pee Dee,Upper Pee Dee,Rocky,76338.04027580796,159065994.1796875
 ,Yes,Yes,Yes,Yes, ,Sandhills Region,"Part of the Fall Line Connectivity, High biodiversity and changing habitat. The fall line also establishes a north south axis that may be important under climate change scenarios that might involve northward migration. The selection represents the line between the physiographic provinces to find the fall line and selected HUCs running up the spine. There are unique community assemblages in the fall line (mussels).", ,Priority, ,Priority, , , ,Priority, , ,030300040306,Middle Crane Creek,Cape Fear,Cape Fear,Upper Cape Fear,41897.328390587296,63512954.4921875
 , , , , , ,,, , ,Priority, ,Priority, , ,Priority, , ,030300070204,Mathews Creek-Northeast Cape Fear River,Cape Fear,Cape Fear,Northeast Cape Fear,48845.502580326196,94834583.9296875
 , ,Yes, , , ,Upper Pee Dee,Identified as an area to protect ecosystem services provisioning cities such as Charlotte and Greensboro NC.,Priority,Priority, , , , , ,Priority, , ,030401040303,Densons Creek,Pee Dee,Upper Pee Dee,Upper Pee Dee,49628.638945418585,90093377.96875
 , , , , , ,,, , , , , , , ,Priority, , ,030401050104,Upper Coddle Creek,Pee Dee,Upper Pee Dee,Rocky,55983.926524009075,123368525.2734375
 ,Yes,Yes,Yes, ,Yes,Albemarle-Pamlico Estuary,"An estuary of National significance designated by congress. Important for estuarine, marine, and freshwater habitats and species. Alligator River / Roanoke River NWF corridor:  Area to allow for the migration of habitats and species to adapt to sea level rise impacts on the Roanoke peninsula.  An area identified under the Southeast Natural Resources Leadership Group (SENRLG) process. Part of the Pamlico Sound, Important fisheries habitat (e.g. seagrasses, coastal wetlands, oyster reefs) and connection point between the marine, estuarine, and freshwater areas. Opportunities include land and water management as it relates to water quality, development areas, and protection of critical estuarine habitats. In many instances these changes could be linked to policy.  Diadromous fish could serve as a demonstrative species for connectivity.",Priority,Priority, ,Priority, , , , , , ,030202040505,Cherry Point-Neuse River,Neuse-Pamlico,Neuse,Lower Neuse,46580.360834713305,74048820.0859375
